genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b3092,Plate 51 Trial 3,0.605275007,1.145177271,1.58913026,0.143021294,0.992643032
b3188,Plate 51 Trial 3,0.619992778,1.117992346,1.713421454,0.178740335,0.993617447
b3365,Plate 51 Trial 3,0.7285457,0.951412081,1.836628211,0.276467753,0.995424349
b3366,Plate 51 Trial 3,0.740005235,0.936678753,1.780456668,0.170986178,0.992473557
b3379,Plate 51 Trial 3,0.670184117,1.034263814,1.863833619,0.203043072,0.993541443
b3389,Plate 51 Trial 3,0.557721235,1.242820135,1.84108144,0.133628761,0.996680453
b3416,Plate 51 Trial 3,0.66610359,1.040599678,1.698662685,0.202256175,0.990349751
b3424,Plate 51 Trial 3,0.608862961,1.138428883,1.885147633,0.260153803,0.992901261
b3425,Plate 51 Trial 3,0.64219628,1.079338517,1.632326808,0.190467636,0.990891314
b3426,Plate 51 Trial 3,0.403241008,1.718940202,1.640356691,-0.104564239,0.988241532
b3428,Plate 51 Trial 3,0.555161626,1.248550238,1.554021183,0.79261639,0.990689204
b3429,Plate 51 Trial 3,0.718722278,0.964415884,1.774449237,0.206597704,0.986905749
b3431,Plate 51 Trial 3,0.64113618,1.081123172,1.845117599,0.318637861,0.994697289
b3432,Plate 51 Trial 3,0.72300962,0.958697037,1.640967154,0.162018743,0.979625294
b3519,Plate 51 Trial 3,0.706402408,0.981235586,1.73422317,0.177192474,0.992858477
b3564,Plate 51 Trial 3,0.627053291,1.105403943,1.890987812,0.216016513,0.993483788
b3565,Plate 51 Trial 3,0.647739413,1.070101907,1.474503059,0.087967412,0.986772405
b3569,Plate 51 Trial 3,0.716242367,0.967755068,1.83706091,0.313208947,0.994665883
b3571,Plate 51 Trial 3,0.718418558,0.964823602,1.802410323,0.241057622,0.993711671
b3573,Plate 51 Trial 3,0.616233975,1.124811692,1.777221817,0.215892979,0.995046843
b3580,Plate 51 Trial 3,0.663682252,1.044396138,1.602467548,0.045257988,0.990475091
b3600,Plate 51 Trial 3,0.704300084,0.984164558,1.730503886,0.242501802,0.990929335
b3604,Plate 51 Trial 3,0.607224572,1.141500546,1.588942733,0.165770544,0.989639312
b3610,Plate 51 Trial 3,0.720601467,0.961900873,1.800450451,0.284931981,0.99263272
b3721,Plate 51 Trial 3,0.672913491,1.030068783,1.689223946,0.222351159,0.992072485
hchA/b1967,plate1trial1,0.653610826,1.060489137,1.33483762,1.125236696,0.996480069
K12/WT1,plate1trial1,0.748794887,0.925683645,1.399302527,1.207340054,0.995749417
ada/b2213,plate1trial1,0.790486333,0.876861688,1.462002677,0.933274693,0.995875959
adiY/b4116,plate1trial1,0.778800552,0.890018862,1.404222781,1.04188689,0.995621471
appY/b0564,plate1trial1,0.801070265,0.865276382,1.438058548,0.745488502,0.996580687
argR/b3237,plate1trial1,0.717560608,0.965977191,1.44586521,0.86976002,0.99542406
asnC/b3743,plate1trial1,0.661733368,1.047472009,1.399252111,1.497002885,0.996826104
betI/b0313,plate1trial1,0.69264516,1.000724788,1.269564175,1.232262956,0.993859089
bglG/b3723,plate1trial1,0.681924189,1.016457829,1.409645528,0.940282736,0.997945883
btuR/b1270,plate1trial1,0.738875686,0.938110691,1.495709547,1.093866843,0.99749811
cadC/b4133,plate1trial1,0.658731106,1.052246014,1.44571189,1.127427713,0.997888177
cbl/b1987,plate1trial1,0.569623335,1.216851799,1.647225827,1.206648076,0.999098434
chbR/b1735,plate1trial1,0.59812582,1.15886517,1.43357101,0.784605937,0.998597579
crp/b3357,plate1trial1,0.642531858,1.078774806,1.458178113,1.22277322,0.996657307
csgD/b1040,plate1trial1,0.744387356,0.931164634,1.468316113,1.261097459,0.9970128
cynR/b0338,plate1trial1,0.728425842,0.95156863,1.355398725,0.798341622,0.995789936
cytR/b3934,plate1trial1,0.71547629,0.968791266,1.305769937,0.531222843,0.997521299
deoR/b0840,plate1trial1,0.67229345,1.031018792,1.527395069,0.828608705,0.997768203
dsdC/b2364,plate1trial1,0.740464572,0.936097697,1.522405628,1.355050461,0.997166786
ebgR/b3075,plate1trial1,0.542243801,1.278294337,1.393632854,1.136702464,0.996599791
envR/b3264,plate1trial1,0.739869174,0.936851007,1.425768696,0.678370188,0.997350284
envY/b0566,plate1trial1,0.679141399,1.020622776,1.39096649,1.086802351,0.996865427
fadR/b1187,plate1trial1,0.614904376,1.127243857,1.486930991,1.28254863,0.998749378
fis/b3261,plate1trial1,0.624241043,1.110383863,1.435538835,0.827957475,0.997929376
fnr/b1334,plate1trial1,0.663355268,1.044910945,1.291731431,0.589842145,0.997160901
fucR/b2805,plate1trial1,0.787496729,0.880190552,1.457553478,1.164810786,0.995226525
galR/b2837,plate1trial1,0.732180083,0.946689478,1.502829739,1.326086845,0.996975031
galS/b2151,plate1trial1,0.726783367,0.953719103,1.513521377,1.066021873,0.997630676
K12/WT2,plate1trial1,0.744300237,0.931273626,1.473646474,0.705923361,0.997168307
ihfB/b0912,plate1trial1,0.589702966,1.17541749,1.346735112,0.85392517,0.995929223
K12/WT3,plate1trial1,-5.90E-12,-1.18E+11,-8.92E-33,0.999999987,0
hupA/b4000,plate1trial1,0.673422365,1.029290408,1.291088404,1.234843026,0.996258429
hupB/b0440,plate1trial1,0.827793346,0.837343262,1.434931284,0.706792878,0.99578532
argP/b2916,plate1trial1,0.763719354,0.907594101,1.486347275,0.968607029,0.996579572
idnR/b4264,plate1trial1,0.668667766,1.036609235,1.44572581,1.101139407,0.996948678
ilvY/b3773,plate1trial1,0.649891196,1.066558809,1.397085022,1.199117426,0.997518217
leuO/b0076,plate1trial1,0.516467751,1.342091891,1.471406256,1.042492345,0.998378767
lrp/b0889,plate1trial1,0.660692001,1.04912301,1.436118087,0.829660599,0.997817963
lysR/b2839,plate1trial1,0.69906546,0.991534012,1.446761899,1.45070503,0.99739953
malI/b1620,plate1trial1,0.641455625,1.080584772,1.369348794,0.804554692,0.997742839
K12/WT4,plate1trial1,0.698261059,0.992676266,1.503514714,1.414320131,0.997979527
K12/WT5,plate1trial1,0.70149488,0.988100128,1.388859563,1.106100637,0.995452053
melR/b4118,plate1trial1,0.660506035,1.049418392,1.481354014,1.435350834,0.997760087
metJ/b3938,plate1trial1,0.745048214,0.930338691,1.429764386,0.957212008,0.996739897
metR/b3828,plate1trial1,0.653788923,1.060200251,1.380428439,0.710291742,0.997742647
mhpR/b0346,plate1trial1,0.564332084,1.228261162,1.504124891,1.216047447,0.998290022
nac/b1988,plate1trial1,0.687131808,1.00875432,1.41504836,0.876670268,0.997125194
K12/WT6,plate1trial1,0.670198451,1.034241692,1.26327432,1.057977621,0.995460045
nagC/b0676,plate1trial1,0.795917232,0.87087847,1.460147932,1.349134207,0.99585191
nanR/b3226,plate1trial1,0.617979352,1.121634855,1.463065276,0.783579682,0.995880809
nhaR/b0020,plate1trial1,0.677598693,1.022946455,1.486051198,1.01024808,0.997691065
pdhR/b0113,plate1trial1,0.639067054,1.084623556,1.467362861,1.706335638,0.996159088
perR/b0254,plate1trial1,0.650273223,1.06593222,1.419184832,0.983674856,0.997371914
phnF/b4102,plate1trial1,0.729357039,0.950353728,1.367102831,0.972525481,0.996230748
K12/WT7,plate1trial1,0.642162593,1.079395138,1.314567013,1.096456641,0.99637004
purR/b1658,plate1trial1,0.616213394,1.124849261,1.334055484,7.725316302,0.960505381
rhaR/b3906,plate1trial1,0.729656207,0.949964071,1.359530797,0.932371788,0.997441428
K12/WT8,plate1trial1,0.450465518,1.538735269,1.644491012,0.610974636,0.99708999
soxR/b4063,plate1trial1,0.653663132,1.060404276,1.434729263,1.070999768,0.996872941
soxS/b4062,plate1trial1,0.799474261,0.867003748,1.453263234,1.107954677,0.996360328
stpA/b2669,plate1trial1,0.707994529,0.979029006,1.355242236,0.76845164,0.996220554
tdcA/b3118,plate1trial1,0.739771525,0.93697467,1.442480031,0.926077073,0.996802131
treR/b4241,plate1trial1,0.67441827,1.027770467,1.399725989,0.744205511,0.997404406
trpR/b4393,plate1trial1,0.703916672,0.984700617,1.278640852,0.810321229,0.994334516
tyrR/b1323,plate1trial1,0.805836927,0.860158125,1.434084662,0.671780482,0.996191805
uidR/b1618,plate1trial1,0.705212616,0.982891066,1.410399749,1.02768402,0.997130984
uxuR/b4324,plate1trial1,0.644072617,1.076194147,1.523565564,1.31549323,0.998613976
xapR/b2405,plate1trial1,0.729444064,0.950240348,1.446659666,0.87835028,0.996748073
zntR/b3292,plate1trial1,0.691988389,1.001674583,1.447028124,0.718723778,0.997237633
yafC/b0208,plate1trial1,0.665201994,1.042010076,1.421573723,0.977054695,0.997541469
ybdO/b0603,plate1trial1,0.697115467,0.994307563,1.361973509,0.960634744,0.997282553
ybeF/b0629,plate1trial1,0.753631291,0.919743101,1.386740649,0.646057618,0.996346144
rcsC/b2218,plate1trial1,0.781455597,0.886994966,1.448381936,1.061393045,0.995408417
K12/WT9,plate1trial1,0.697447242,0.993834571,1.480017371,1.031169377,0.997464194
fruR/b0080,plate1trial1,0.715256233,0.969089326,1.461251724,0.927757919,0.997460097
ihfA/b1712,plate1trial1,0.698151703,0.992831755,1.505652095,1.056680766,0.996000391
rbsR/b3753,plate1trial1,0.663884438,1.044078067,1.384712294,0.825103205,0.997112571
sdiA/b1916,plate1trial1,0.705463418,0.982541636,1.426043193,0.880662339,0.997376757
sriR/Unnamed: 79_level_1,plate1trial1,0.660029363,1.05017628,1.417388768,0.73932955,0.997361736
talB/b0008,plate1trial1,0.615496924,1.126158642,1.356177127,0.822696103,0.998618161
aceF/b0115,plate1trial1,0.875952034,0.791307233,1.309168366,0.540037028,0.988437919
acnB/b0118,plate1trial1,0.519679375,1.33379775,1.17263234,0.835055076,0.993516898
prpC/b0333,plate1trial1,0.700287604,0.989803584,1.396883114,0.811125247,0.997768108
cyoD/b0429,plate1trial1,0.749293118,0.925068125,1.531400425,1.043052452,0.997391057
cyoC/b0430,plate1trial1,0.765372712,0.905633516,1.527605602,0.92618066,0.997225001
cyoB/b0431,plate1trial1,0.707294374,0.979998153,1.462326925,0.705017152,0.996710218
cyoA/b0432,plate1trial1,0.771039782,0.898977195,1.445670804,0.690424499,0.996808841
fdrA/b0518,plate1trial1,0.734682432,0.943465027,1.349918735,0.658980742,0.996282526
sdhC/b0721,plate1trial1,0.726307578,0.954343865,1.330573506,0.643975821,0.995511761
sdhD/b0722,plate1trial1,0.627257198,1.105044601,1.340420856,0.452159507,0.997222811
sdhA/b0723,plate1trial1,0.74320231,0.93264939,1.522104342,0.623800837,0.996239375
sdhB/b0724,plate1trial1,0.970929575,0.713900574,1.2538624,0.555773042,0.971926301
sucA/b0726,plate1trial1,0.789072446,0.878432879,1.376794116,1.028000245,0.991590344
sucB/b0727,plate1trial1,0.730150242,0.949321306,1.096027472,0.225964555,0.996628119
sucC/b0728,plate1trial1,0.829241988,0.835880467,1.31921855,0.539111592,0.993266638
galM/b0756,plate1trial1,0.818515972,0.846834032,1.395598223,0.512804311,0.995229691
b3328,Plate 47 Trial 2,1,0.693147181,1,1,0
b3329,Plate 47 Trial 2,1,0.693147181,1,1,0
b3331,Plate 47 Trial 2,1,0.693147181,1,1,0
b3332,Plate 47 Trial 2,1,0.693147181,1,1,0
b3347,Plate 47 Trial 2,1,0.693147181,1,1,0
b3361,Plate 47 Trial 2,1,0.693147181,1,1,0
b3544,Plate 47 Trial 2,1,0.693147181,1,1,0
b3706,Plate 47 Trial 2,1,0.693147181,1,1,0
b0120,Plate 47 Trial 2,1,0.693147181,1,1,0
b0186,Plate 47 Trial 2,1,0.693147181,1,1,0
b0212,Plate 47 Trial 2,1,0.693147181,1,1,0
b0323,Plate 47 Trial 2,1,0.693147181,1,1,0
b0339,Plate 47 Trial 2,1,0.693147181,1,1,0
b0340,Plate 47 Trial 2,1,0.693147181,1,1,0
b0480,Plate 47 Trial 2,1,0.693147181,1,1,0.186180867
b0507,Plate 47 Trial 2,1,0.693147181,1,1,0
b0521,Plate 47 Trial 2,1,0.693147181,1,1,0
b0675,Plate 47 Trial 2,1,0.693147181,1,1,0
b0678,Plate 47 Trial 2,1,0.693147181,1,1,0
b0693,Plate 47 Trial 2,1,0.693147181,1,1,0
b0824,Plate 47 Trial 2,1,0.693147181,1,1,0.37327831
b0980,Plate 47 Trial 2,1,0.693147181,1,1,0
b1002,Plate 47 Trial 2,1,0.693147181,1,1,0
b1014,Plate 47 Trial 2,1,0.693147181,1,1,0
b1020,Plate 47 Trial 2,1,0.693147181,1,1,0
b1189,Plate 47 Trial 2,1,0.693147181,1,1,0
b1190,Plate 47 Trial 2,1,0.693147181,1,1,0
b1317,Plate 47 Trial 2,1,0.693147181,1,1,0
b1493,Plate 47 Trial 2,1,0.693147181,1,1,0
b1602,Plate 47 Trial 2,1,0.693147181,1,1,0
b1603,Plate 47 Trial 2,1,0.693147181,1,1,0
b1619,Plate 47 Trial 2,1,0.693147181,1,1,0
b1651,Plate 47 Trial 2,1,0.693147181,1,1,0
b1767,Plate 47 Trial 2,1,0.693147181,1,1,0
b1814,Plate 47 Trial 2,1,0.693147181,1,1,0
b2028,Plate 47 Trial 2,1,0.693147181,1,1,0
b2038,Plate 47 Trial 2,1,0.693147181,1,1,0
b2039,Plate 47 Trial 2,1,0.693147181,1,1,0
b2040,Plate 47 Trial 2,1,0.693147181,1,1,0
b2041,Plate 47 Trial 2,1,0.693147181,1,1,0
b2042,Plate 47 Trial 2,1,0.693147181,1,1,0
b2048,Plate 47 Trial 2,1,0.693147181,1,1,0
b2052,Plate 47 Trial 2,1,0.693147181,1,1,0
b2053,Plate 47 Trial 2,1,0.693147181,1,1,0
b2239,Plate 47 Trial 2,1,0.693147181,1,1,0
b2366,Plate 47 Trial 2,1,0.693147181,1,1,0
b2502,Plate 47 Trial 2,1,0.693147181,1,1,0
b2541,Plate 47 Trial 2,1,0.693147181,1,1,0
b2661,Plate 47 Trial 2,1,0.693147181,1,1,0
b2750,Plate 47 Trial 2,1,0.693147181,1,1,0
b2751,Plate 47 Trial 2,1,0.693147181,1,1,0
b2752,Plate 47 Trial 2,1,0.693147181,1,1,0
b2762,Plate 47 Trial 2,1,0.693147181,1,1,0
b2763,Plate 47 Trial 2,1,0.693147181,1,1,0
b2764,Plate 47 Trial 2,1,0.693147181,1,1,0
b2788,Plate 47 Trial 2,1,0.693147181,1,1,0
b2797,Plate 47 Trial 2,1,0.693147181,1,1,0
b2874,Plate 47 Trial 2,1,0.693147181,1,1,0
b2903,Plate 47 Trial 2,1,0.693147181,1,1,0
b2904,Plate 47 Trial 2,1,0.693147181,1,1,0
b2905,Plate 47 Trial 2,1,0.693147181,1,1,0
b2938,Plate 47 Trial 2,1,0.693147181,1,1,0
b2957,Plate 47 Trial 2,1,0.693147181,1,1,0
b2979,Plate 47 Trial 2,1,0.693147181,1,1,0
b2980,Plate 47 Trial 2,1,0.693147181,1,1,0
b2988,Plate 47 Trial 2,1,0.693147181,1,1,0
b3003,Plate 47 Trial 2,1,0.693147181,1,1,0
b3214,Plate 47 Trial 2,1,0.693147181,1,1,0
b3223,Plate 47 Trial 2,1,0.693147181,1,1,0
b3338,Plate 47 Trial 2,1,0.693147181,1,1,0.053149117
b3449,Plate 47 Trial 2,1,0.693147181,1,1,0
b3517,Plate 47 Trial 2,1,0.693147181,1,1,0
b3581,Plate 47 Trial 2,1,0.693147181,1,1,0
b3616,Plate 47 Trial 2,1,0.693147181,1,1,0
b3617,Plate 47 Trial 2,1,0.693147181,1,1,0
b3800,Plate 47 Trial 2,1,0.693147181,1,1,0
b3801,Plate 47 Trial 2,1,0.693147181,1,1,0
b3821,Plate 47 Trial 2,1,0.693147181,1,1,0.53535337
b3825,Plate 47 Trial 2,1,0.693147181,1,1,0
b3941,Plate 47 Trial 2,1,0.693147181,1,1,0.885916184
b4092,Plate 47 Trial 2,1,0.693147181,1,1,0
b3895,Plate 47 Trial 2,1,0.693147181,1,1,0
b3924,Plate 47 Trial 2,1,0.693147181,1,1,0
b4070,Plate 47 Trial 2,1,0.693147181,1,1,0
b4072,Plate 47 Trial 2,1,0.693147181,1,1,0
b4073,Plate 47 Trial 2,1,0.693147181,1,1,0.855426599
b4075,Plate 47 Trial 2,1,0.693147181,1,1,0
b4076,Plate 47 Trial 2,1,0.693147181,1,1,0
b4079,Plate 47 Trial 2,1,0.693147181,1,1,0
b4239,Plate 47 Trial 2,1,0.693147181,1,1,0
b4265,Plate 47 Trial 2,1,0.693147181,1,1,0
b4266,Plate 47 Trial 2,1,0.693147181,1,1,0
b4267,Plate 47 Trial 2,1,0.693147181,1,1,0
b2008,Plate 13 Trial 3,0.726116435,0.954595086,1.418117573,0.728839724,0.996318993
b2013,Plate 13 Trial 3,0.653091409,1.061332565,1.275212983,0.341682031,0.996351404
b2073,Plate 13 Trial 3,0.749429317,0.924900006,1.311761991,0.493170028,0.995412614
b2108,Plate 13 Trial 3,0.661131261,1.048425966,1.223197778,0.439885757,0.993850381
b2112,Plate 13 Trial 3,0.715148636,0.969235129,1.406780535,0.755106301,0.996895881
b2118,Plate 13 Trial 3,0.505789755,1.370425504,1.14579822,0.340622135,0.996594048
b4541,Plate 13 Trial 3,0.630506806,1.099349245,1.333949496,0.474181386,0.995862722
b2120,Plate 13 Trial 3,0.60836234,1.139365695,1.180242161,0.224952683,0.996996083
b2122,Plate 13 Trial 3,0.648217568,1.06931255,1.087256466,0.168602511,0.995030848
b2124,Plate 13 Trial 3,0.84849978,0.816909087,1.394116547,0.814412946,0.986599859
b0966,Plate 13 Trial 3,0.703350252,0.985493613,1.287930931,0.628373994,0.993542555
b0985,Plate 13 Trial 3,0.61054844,1.135286138,1.301984934,0.315904955,0.996515982
b4517,Plate 13 Trial 3,0.59609782,1.162807777,1.198937589,0.256262427,0.997344156
b0999,Plate 13 Trial 3,0.797497652,0.869152629,1.342625726,0.413992229,0.995537098
b1001,Plate 13 Trial 3,0.753683711,0.919679131,1.47668412,0.662236527,0.99670959
b1003,Plate 13 Trial 3,0.759472007,0.912669821,1.482646838,0.73825545,0.997632205
b1021,Plate 13 Trial 3,0.707679127,0.979465345,1.382072915,0.519119309,0.997586852
b1047,Plate 13 Trial 3,0.795427071,0.871415125,1.249922891,0.536638036,0.996922438
b1063,Plate 13 Trial 3,0.638413762,1.085733456,1.369715574,0.416062173,0.997223992
b1067,Plate 13 Trial 3,0.707344875,0.979928187,1.29587533,0.336022972,0.996368397
b1104,Plate 13 Trial 3,0.693954251,0.998836998,1.314525088,0.710108399,0.994442367
b1112,Plate 13 Trial 3,0.693443182,0.999573142,1.332661949,0.76987259,0.996187327
b1115,Plate 13 Trial 3,0.732883736,0.945780547,1.494019023,0.67202153,0.996969372
b1147,Plate 13 Trial 3,0.780729584,0.887819796,1.503978481,0.668016838,0.99774437
b1148,Plate 13 Trial 3,0.801133123,0.865208492,1.475820705,0.533697407,0.997937201
b1150,Plate 13 Trial 3,0.688174216,1.007226317,1.388085182,0.51815723,0.99712143
b1151,Plate 13 Trial 3,0.675305207,1.026420607,1.418637098,0.885826757,0.997070623
b1153,Plate 13 Trial 3,0.754268051,0.918966646,1.333310495,0.26850686,0.995862836
b1167,Plate 13 Trial 3,0.738421053,0.938688269,1.385573378,0.627222388,0.995606106
b1178,Plate 13 Trial 3,0.603083369,1.149338908,1.294239124,0.371873522,0.996703152
b1194,Plate 13 Trial 3,0.688529259,1.006706936,1.320596143,0.453402801,0.996956656
b1205,Plate 13 Trial 3,0.750914834,0.923070299,1.367918266,0.43538396,0.997476547
b1213,Plate 13 Trial 3,0.630345954,1.099629777,1.412456777,0.905053546,0.997192768
b1255,Plate 13 Trial 3,0.70325273,0.985630274,1.42384316,1.204698131,0.994839225
b1257,Plate 13 Trial 3,0.7038974,0.984727576,1.317543674,0.604885113,0.995667757
b1258,Plate 13 Trial 3,0.570640833,1.214682058,1.511801043,0.640278798,0.996542361
b1259,Plate 13 Trial 3,0.759379974,0.912780432,1.49959197,0.57247351,0.997719364
b1273,Plate 13 Trial 3,0.810370725,0.855345781,1.4845457,0.62675451,0.996734156
b1295,Plate 13 Trial 3,0.648587926,1.068701949,1.481996685,0.653505198,0.997241547
b1326,Plate 13 Trial 3,0.735081797,0.942952449,1.573374484,0.908352603,0.997043231
b4525,Plate 13 Trial 3,0.703526654,0.98524651,1.46215879,0.744654419,0.996581629
b1327,Plate 13 Trial 3,0.713289394,0.971761512,1.50116289,0.949308145,0.996051941
b1332,Plate 13 Trial 3,0.672669725,1.030442065,1.565045275,0.713427577,0.997031471
b1340,Plate 13 Trial 3,0.803884839,0.862246863,1.487926946,0.506692573,0.996939821
b1347,Plate 13 Trial 3,0.389756798,1.778409468,0.896178509,0.747295898,0.993155384
b4526,Plate 13 Trial 3,0.573657726,1.208293987,1.389104551,0.717854421,0.996375692
b4527,Plate 13 Trial 3,0.745362108,0.929946898,1.567701811,0.964148888,0.997043215
b1358,Plate 13 Trial 3,0.679667071,1.019833401,1.191256001,0.326905958,0.99564807
b1359,Plate 13 Trial 3,0.617106842,1.123220702,1.483641461,0.958452108,0.997963217
b1365,Plate 13 Trial 3,0.698984595,0.991648723,1.435587313,0.619341911,0.997768115
b1366,Plate 13 Trial 3,0.725633188,0.955230813,1.388756236,0.535433304,0.997606117
b1373,Plate 13 Trial 3,0.706440894,0.981182129,1.444815504,0.956679116,0.99693851
b1381,Plate 13 Trial 3,0.787009124,0.880735889,1.487386811,1.108984688,0.996541712
b1382,Plate 13 Trial 3,0.773360068,0.896280024,1.405506926,0.635505273,0.996265712
b1411,Plate 13 Trial 3,0.753334819,0.920105062,1.477669242,0.708781302,0.996905704
b1414,Plate 13 Trial 3,0.771549289,0.898383539,1.338421456,1.0088595,0.990958573
b1419,Plate 13 Trial 3,0.742001404,0.934158853,1.398553856,0.614967364,0.996953552
b1428,Plate 13 Trial 3,0.704107335,0.984433972,1.552556636,0.595886235,0.997977324
b1436,Plate 13 Trial 3,0.639461483,1.083954545,1.42156414,0.413537007,0.996279188
b1438,Plate 13 Trial 3,0.629669665,1.100810821,1.353058884,0.549410666,0.997898924
b1446,Plate 13 Trial 3,0.724746651,0.956399287,1.540526037,0.907313913,0.997123813
b1452,Plate 13 Trial 3,0.67563149,1.025924918,1.401629342,0.451182062,0.997349084
b1457,Plate 13 Trial 3,0.76455894,0.906597443,1.508340038,1.566850062,0.993635573
b1458,Plate 13 Trial 3,0.71314244,0.971961759,1.407998928,0.494489354,0.995996632
b4293,Plate 91 Trial 2,0.547021997,1.267128532,1.606915542,-0.019740274,0.992940098
b2572,Plate 91 Trial 2,0.624511778,1.109902495,1.615305811,0.285979546,0.992348646
b4292,Plate 91 Trial 2,0.626660063,1.106097583,1.650611116,0.081685654,0.993514303
b0591,Plate 91 Trial 2,0.610365502,1.135626405,1.711878799,0.190989692,0.994331785
b1544,Plate 91 Trial 2,0.633736404,1.093746826,1.781521067,0.263458041,0.995349847
b1922,Plate 91 Trial 2,0.593083382,1.168717926,1.725134937,0.124950739,0.995613879
b4557,Plate 91 Trial 2,0.501592536,1.381892933,1.59443522,-0.007948536,0.991814258
b4167,Plate 91 Trial 2,0.611203566,1.134069268,1.662242186,0.133490209,0.994337102
b3995,Plate 91 Trial 2,0.629727865,1.100709082,1.696843268,0.188967622,0.994147095
b2000,Plate 91 Trial 2,0.575388018,1.204660437,1.675603716,0.082813784,0.992572977
b3399,Plate 91 Trial 2,0.673846216,1.028642982,1.910138944,0.123514073,0.993993207
b0488,Plate 91 Trial 2,0.611982011,1.132626725,1.57141293,0.108322247,0.992705538
b0755,Plate 91 Trial 2,-5.57E-18,-1.24E+17,1.25E-20,0.994812806,0
b1742,Plate 91 Trial 2,0.552768334,1.253956021,1.573749762,0.091961104,0.993117159
b0092,Plate 91 Trial 2,0.609340327,1.137537022,1.680136512,0.08648084,0.994598011
b1043,Plate 91 Trial 2,0.715689797,0.968502253,1.761368447,0.165608487,0.994623687
b1044,Plate 91 Trial 2,0.604869248,1.14594548,1.82638024,0.389175527,0.996229794
b3242,Plate 87 Trial 3,0.643293073,1.077498281,1.646844004,0.087323472,0.992523207
b3945,Plate 87 Trial 3,0.602748926,1.149976632,1.748019454,0.210818672,0.993561909
b3910,Plate 87 Trial 3,0.793390918,0.873651519,1.736675149,0.509358727,0.993275075
b3890,Plate 87 Trial 3,0.606433364,1.142989852,1.806147745,0.364667882,0.995257697
b3856,Plate 87 Trial 3,0.622927166,1.112725882,1.781839066,0.316934703,0.994098178
b3755,Plate 87 Trial 3,0.688655947,1.006521738,1.818996211,0.496656764,0.997314029
b3662,Plate 87 Trial 3,0.624532953,1.109864864,1.714774531,0.231745687,0.993472399
b3491,Plate 87 Trial 3,0.688365111,1.006946996,1.760003718,0.229466608,0.992179978
b3395,Plate 87 Trial 3,0.641614674,1.080316908,1.834986023,0.240505747,0.993030512
b3279,Plate 87 Trial 3,0.639524317,1.083848044,1.709899514,0.435279515,0.991923118
b4135,Plate 87 Trial 3,0.718200243,0.965116884,1.703527974,0.484414312,0.993616159
b4188,Plate 87 Trial 3,0.618776562,1.120189779,1.843192088,0.220962728,0.995575792
b4243,Plate 87 Trial 3,0.589939717,1.174945778,1.669211987,0.264853848,0.990004293
b4269,Plate 87 Trial 3,0.607770338,1.140475501,1.771057648,0.368403127,0.994568472
b4310,Plate 87 Trial 3,0.663236862,1.045097491,1.657448115,0.074353311,0.99158936
b4342,Plate 87 Trial 3,0.686527436,1.00964236,1.886783037,0.275906743,0.995076083
b4345,Plate 87 Trial 3,0.669990136,1.034563262,1.894499961,0.285920351,0.994023597
b4352,Plate 87 Trial 3,0.619104297,1.119596785,1.781332868,0.344786463,0.992797424
b4357,Plate 87 Trial 3,0.622602121,1.113306809,1.871606823,0.441090386,0.992451181
b4467,Plate 87 Trial 3,0.004670245,148.4177303,0.012743444,1.58596563,0.690481783
b3709,Plate 87 Trial 3,0.586731142,1.181371041,1.601637127,0.347789962,0.993857985
b0301,Plate 87 Trial 3,0.653041247,1.061414089,1.659911221,0.057327535,0.99147095
b0306,Plate 87 Trial 3,0.651411507,1.064069598,1.760321075,0.161759355,0.991820923
b0435,Plate 87 Trial 3,0.512546,1.352360921,1.549187287,0.092246552,0.98354514
b4415,Plate 87 Trial 3,0.56047874,1.236705571,1.723426431,0.122155425,0.991490516
b1025,Plate 87 Trial 3,0.55888189,1.240239115,1.751012741,0.39327221,0.99217792
b1028,Plate 87 Trial 3,0.497588366,1.393013238,1.661997174,0.014288214,0.987325465
b1152,Plate 87 Trial 3,0.564939768,1.226939968,1.663866403,0.240187985,0.99088043
b1155,Plate 87 Trial 3,0.592157396,1.170545509,1.750499461,0.227893665,0.994437731
b1206,Plate 87 Trial 3,0.55970322,1.23841914,1.768255941,0.073358288,0.992108879
b4529,Plate 87 Trial 3,0.583456536,1.188001399,1.840091752,0.151320925,0.993488989
b1455,Plate 87 Trial 3,0.443022261,1.5645877,1.843118226,0.03513177,0.992811925
b1856,Plate 87 Trial 3,0.63736794,1.087514977,1.854394186,0.361669887,0.994286879
b1995,Plate 87 Trial 3,0.552303674,1.25501099,1.708560858,0.042928988,0.988535671
b2286,Plate 87 Trial 3,0.586051409,1.182741257,1.48751148,0.417440369,0.997325526
b2353,Plate 87 Trial 3,0.648546494,1.068770222,1.623054351,0.058212811,0.990890643
b2357,Plate 87 Trial 3,0.588351221,1.178118029,1.754421488,0.06335532,0.991686669
b2641,Plate 87 Trial 3,0.601016848,1.153290765,1.709080733,0.077584039,0.99023686
b2809,Plate 87 Trial 3,0.58456414,1.185750431,1.794400098,0.14077351,0.99254896
b3119,Plate 87 Trial 3,0.48883633,1.417953492,1.725257064,0.085960265,0.990150395
b4480,Plate 87 Trial 3,0.544135629,1.273850017,1.640951118,0.074622477,0.993551441
