genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b0900,Plate 29 Trial 1,0.542363987,1.278011072,1.486320928,0.407930987,0.998331324
b0901,Plate 29 Trial 1,0.650889581,1.064922839,1.194591503,0.354301919,0.996228808
b0955,Plate 29 Trial 1,0.784462648,0.883594882,1.348688735,0.684690436,0.993272692
b0984,Plate 29 Trial 1,0.638591076,1.085431987,1.433074638,0.760267034,0.997130006
b1284,Plate 29 Trial 1,0.609444754,1.137342107,1.42247838,0.530009739,0.999333511
b1378,Plate 29 Trial 1,0.732537244,0.946227904,1.3541945,0.524317885,0.99719441
b1406,Plate 29 Trial 1,0.652895978,1.061650254,1.507048712,0.679024249,0.997422356
b1451,Plate 29 Trial 1,0.698577836,0.992226126,1.351604084,0.564532773,0.997564423
b1504,Plate 29 Trial 1,0.506318007,1.368995713,1.469348825,0.926807147,0.999365783
b1512,Plate 29 Trial 1,0.663975942,1.04393418,1.382858935,0.435696622,0.995279367
b1514,Plate 29 Trial 1,0.605331952,1.145069542,1.418559079,0.863897396,0.998051145
b1515,Plate 29 Trial 1,0.734223692,0.9440545,1.430557517,0.630901554,0.997868011
b1516,Plate 29 Trial 1,0.728193952,0.951871653,1.430553949,0.736071903,0.996798644
b1524,Plate 29 Trial 1,0.737878417,0.939378581,1.404938047,0.519927228,0.996806116
b1526,Plate 29 Trial 1,0.713790042,0.971079926,1.414669138,0.695005553,0.996373433
b1540,Plate 29 Trial 1,0.705280425,0.982796567,1.337850095,0.438764367,0.995491848
b1542,Plate 29 Trial 1,0.646950017,1.071407624,1.466652902,0.610940496,0.997704727
b1554,Plate 29 Trial 1,0.648371686,1.069058375,1.492062973,0.935402975,0.997553772
b1566,Plate 29 Trial 1,0.625725111,1.107750302,1.386012369,0.838604306,0.9976851
b1596,Plate 29 Trial 1,0.717030937,0.966690759,1.382503906,0.596041998,0.996315269
b1600,Plate 29 Trial 1,0.662438539,1.046356966,1.405925379,0.661610315,0.9972374
b1606,Plate 29 Trial 1,0.738745461,0.93827606,1.392622644,0.60377424,0.997845355
b1647,Plate 29 Trial 1,0.683625676,1.013927951,1.418533137,0.591477168,0.997808717
b1657,Plate 29 Trial 1,0.717492909,0.966068336,1.405616223,0.661232487,0.997116643
b1682,Plate 29 Trial 1,0.516364801,1.342359471,1.412858275,0.720408202,0.996379176
b1698,Plate 29 Trial 1,0.716333107,0.967632479,1.377649143,0.572168353,0.997708805
b1699,Plate 29 Trial 1,0.621586048,1.115126672,1.442721006,0.831752013,0.997133266
b1700,Plate 29 Trial 1,0.779302234,0.889445904,1.344710798,0.962465716,0.992950052
b1743,Plate 29 Trial 1,0.58399538,1.186905247,1.453450636,0.500528508,0.998023502
b1750,Plate 29 Trial 1,0.591503951,1.171838632,1.511603993,0.624123637,0.998201702
b1752,Plate 29 Trial 1,0.603981173,1.147630442,1.520858865,1.207881737,0.990901763
b1770,Plate 29 Trial 1,0.735770257,0.942070129,1.445391296,0.741578137,0.997234652
b1771,Plate 29 Trial 1,0.662027176,1.04700714,1.422788658,0.703161596,0.9964482
b1774,Plate 29 Trial 1,0.568948855,1.218294359,1.534678506,0.68222332,0.998242517
b1781,Plate 29 Trial 1,0.702369219,0.986870099,1.421423401,0.628364918,0.996757597
b1790,Plate 29 Trial 1,0.623333851,1.1119999,1.591056584,0.697530657,0.998492295
b1847,Plate 29 Trial 1,0.733000988,0.945629258,1.456225553,1.069893186,0.996620532
b1990,Plate 29 Trial 1,0.646260144,1.072551336,1.536389656,0.637890386,0.998531441
b2001,Plate 29 Trial 1,0.735627729,0.942252655,1.312542692,0.52517099,0.99695364
b0055,Plate 29 Trial 1,0.70603888,0.981740808,1.344321247,0.644945531,0.9960207
b0178,Plate 29 Trial 1,0.741046218,0.935362955,1.346595696,0.502605553,0.996299652
b0532,Plate 29 Trial 1,0.70434455,0.984102426,1.407114807,0.658344535,0.996700208
b0568,Plate 29 Trial 1,0.71429358,0.970395367,1.427717405,0.565380949,0.997873426
b0815,Plate 29 Trial 1,0.652617443,1.062103363,1.307176689,0.582105571,0.997255481
b0865,Plate 29 Trial 1,0.668700219,1.036558925,1.461587902,0.588329968,0.997920857
b0940,Plate 29 Trial 1,0.615074407,1.126932243,1.399970118,0.77541228,0.997498286
b0983,Plate 29 Trial 1,0.698571591,0.992234997,1.342323908,0.600675314,0.996640228
b1037,Plate 29 Trial 1,0.682407419,1.01573805,1.303351074,1.104167601,0.995263498
b1038,Plate 29 Trial 1,0.801115858,0.865227138,1.353530001,0.601738904,0.995135337
b1379,Plate 29 Trial 1,0.575803016,1.203792202,1.390262334,0.577322571,0.9970811
b1687,Plate 29 Trial 1,0.633217823,1.094642562,1.417489577,0.626545973,0.99686289
b1973,Plate 29 Trial 1,0.664601864,1.042951003,1.309448118,0.448415947,0.997936657
b2045,Plate 29 Trial 1,0.717001625,0.966730278,1.429803808,0.67202534,0.996521593
b2332,Plate 29 Trial 1,0.574829536,1.205830837,1.526106408,0.721969574,0.998579006
b2494,Plate 29 Trial 1,0.711575597,0.974101956,1.391462383,0.557781859,0.997621221
b2637,Plate 29 Trial 1,0.730365793,0.949041135,1.468133837,0.657992671,0.997068549
b2908,Plate 29 Trial 1,0.653188475,1.061174847,1.375380181,0.626073597,0.99620102
b3216,Plate 29 Trial 1,0.612467192,1.131729487,1.431587735,0.691225872,0.998569959
b3920,Plate 29 Trial 1,0.676271586,1.024953872,1.280272751,0.41882055,0.99683733
b4149,Plate 29 Trial 1,0.74924902,0.925122572,1.363658566,0.549354315,0.996923337
b1106,Plate 29 Trial 1,0.672419949,1.030824831,1.338558822,0.625907287,0.997130455
b0145,Plate 29 Trial 1,0.586476283,1.181884418,1.396288251,0.602933724,0.997049963
b2527,Plate 29 Trial 1,0.691804957,1.001940176,1.232702847,0.419934011,0.995419039
b0436,Plate 29 Trial 1,0.522195264,1.327371634,1.533745176,0.674114543,0.997945521
b1886,Plate 29 Trial 1,0.699299396,0.991202315,1.386729829,0.609293746,0.99728879
b3778,Plate 29 Trial 1,1,0.693147181,1,1,0.615211468
b1860,Plate 29 Trial 1,1,0.693147181,1,1,0.263090096
b3813,Plate 29 Trial 1,1,0.693147181,1,1,0.645545241
b1286,Plate 29 Trial 1,1,0.693147181,1,1,0.447861521
b0801,Plate 29 Trial 1,1,0.693147181,1,1,0.376854416
b3575,Plate 29 Trial 1,1,0.693147181,1,1,0.4953033
b0517,Plate 29 Trial 1,1,0.693147181,1,1,0.608877995
b1935,Plate 33 Trial 3,0.408485971,1.696868997,1.851388293,0.433527316,0.995090628
b1970,Plate 33 Trial 3,0.6488313,1.068301083,1.954176456,0.467194666,0.996733239
b2016,Plate 33 Trial 3,0.725863066,0.954928295,2.057642838,1.756512787,0.997915683
b2273,Plate 33 Trial 3,0.569257205,1.217634443,2.016630052,1.484202065,0.996905183
b2274,Plate 33 Trial 3,0.729418831,0.950273218,1.99993496,1.831704465,0.997489003
b0608,Plate 33 Trial 3,0.633627459,1.093934884,1.932058036,1.017997229,0.996729849
b1234,Plate 33 Trial 3,0.785277029,0.882678539,1.921414786,0.966571357,0.995156804
b1313,Plate 33 Trial 3,0.685897611,1.010569464,2.016899447,1.191669222,0.998060017
b1776,Plate 33 Trial 3,0.651159246,1.064481822,2.06474832,1.05202022,0.998200773
b3140,Plate 33 Trial 3,0.626252366,1.106817664,2.049791514,1.015356803,0.998004726
b2266,Plate 33 Trial 3,0.716871249,0.966906096,2.011269378,1.127271652,0.997981603
b2267,Plate 33 Trial 3,0.618461981,1.120759564,1.990757936,1.082904243,0.996241899
b2834,Plate 33 Trial 3,0.790670987,0.876656905,1.999996587,1.681077352,0.997568459
b2867,Plate 33 Trial 3,0.69115844,1.002877402,1.945917284,0.811014198,0.995365316
b2873,Plate 33 Trial 3,0.649908028,1.066531187,1.941928906,1.047318048,0.996978826
b2875,Plate 33 Trial 3,0.650398225,1.065727356,1.831556225,0.353371185,0.995795688
b2881,Plate 33 Trial 3,0.606011724,1.1437851,2.034054073,0.38733694,0.997417936
b2896,Plate 33 Trial 3,0.491708817,1.409670025,2.081503262,0.892299685,0.9977136
b2897,Plate 33 Trial 3,0.378038117,1.83353781,1.646972629,0.051935797,0.975526812
b2898,Plate 33 Trial 3,0.485243541,1.428452153,1.855652554,0.337180476,0.991814277
b2899,Plate 33 Trial 3,0.816619929,0.848800226,1.980409567,1.532532635,0.995930002
b2900,Plate 33 Trial 3,0.681769906,1.01668785,1.94828813,0.945639572,0.996745241
b2902,Plate 33 Trial 3,0.661317837,1.048130175,1.933733629,1.004213943,0.996850854
b2915,Plate 33 Trial 3,0.620982454,1.116210572,2.028965011,1.273800172,0.996889937
b2920,Plate 33 Trial 3,0.645337586,1.074084628,2.001801375,0.979027191,0.997483299
b2922,Plate 33 Trial 3,0.695396394,0.996765567,2.056832189,1.146773878,0.997929191
b2923,Plate 33 Trial 3,0.564132099,1.228696579,1.961887214,1.459640213,0.997668952
b2924,Plate 33 Trial 3,0.650504965,1.065552483,2.010935957,0.743708112,0.997401644
b2928,Plate 33 Trial 3,0.814465235,0.851045755,2.028958137,1.6881275,0.997065405
b2929,Plate 33 Trial 3,0.544768548,1.272370043,1.805425328,0.313428331,0.991811231
b2930,Plate 33 Trial 3,0.645665065,1.073539855,1.864303648,0.52986177,0.995503103
b2954,Plate 33 Trial 3,0.659761969,1.050601903,2.020023044,0.985183374,0.998146258
b2955,Plate 33 Trial 3,0.635066869,1.091455426,2.064937989,1.11006303,0.998048139
b2956,Plate 33 Trial 3,0.715694788,0.968495498,2.077992071,1.235428912,0.998279363
b2960,Plate 33 Trial 3,0.7257128,0.955126024,2.056241533,1.676693618,0.997608846
b2962,Plate 33 Trial 3,0.727219112,0.95314764,1.959337336,1.313684124,0.996835423
b2966,Plate 33 Trial 3,0.680097244,1.019188339,1.968044465,0.659193993,0.994684134
b2968,Plate 33 Trial 3,0.711438063,0.974290267,1.980103286,1.20405234,0.99577515
b2971,Plate 33 Trial 3,0.605484137,1.144781734,1.965626771,0.645273441,0.995752831
b2984,Plate 33 Trial 3,0.596759896,1.161517699,1.94553041,0.524654384,0.997368615
b2986,Plate 33 Trial 3,0.684964995,1.011945407,2.030758452,1.262593767,0.997176882
b2998,Plate 33 Trial 3,0.722303964,0.959633637,2.02455204,1.167634634,0.996021798
b3001,Plate 33 Trial 3,0.804886729,0.861173573,1.967510878,1.436633872,0.996018818
b3017,Plate 33 Trial 3,0.69232427,1.00118862,2.062695165,1.51093993,0.997860095
b3022,Plate 33 Trial 3,0.579844525,1.195401785,2.020917374,0.88798063,0.997052768
b3023,Plate 33 Trial 3,0.667865348,1.037854685,1.917880128,0.469822411,0.99742337
b3024,Plate 33 Trial 3,0.687796492,1.007779465,2.059513227,1.396138509,0.998174191
b3027,Plate 33 Trial 3,0.625683469,1.107824027,1.945096185,1.286387197,0.99725623
b3028,Plate 33 Trial 3,0.68926438,1.005633252,2.037625017,1.113521955,0.9973023
b3029,Plate 33 Trial 3,0.710681651,0.97532725,2.070917114,1.258916916,0.997284914
b3031,Plate 33 Trial 3,0.61137025,1.133760074,1.940229743,0.880859706,0.995500717
b3033,Plate 33 Trial 3,0.781652062,0.886772024,2.011492111,1.136159399,0.996746529
b3034,Plate 33 Trial 3,0.689043919,1.005955007,1.944055396,0.513872787,0.99426447
b3038,Plate 33 Trial 3,0.666391819,1.040149594,1.957139008,0.521155883,0.997675506
b3039,Plate 33 Trial 3,0.719997383,0.962707916,2.070258802,1.012241921,0.997543573
b3040,Plate 33 Trial 3,0.63093133,1.098609544,1.916348548,0.719768666,0.995515096
b3043,Plate 33 Trial 3,0.65095835,1.064810337,2.017510754,0.909141918,0.997268625
b3050,Plate 33 Trial 3,0.676131194,1.025166693,1.991005418,0.831950008,0.996625034
b3051,Plate 33 Trial 3,0.617762217,1.122029093,2.052230476,1.201712885,0.997730246
b3054,Plate 33 Trial 3,0.677721064,1.022761749,2.038300801,0.565746154,0.995110805
b3055,Plate 33 Trial 3,0.716780784,0.967028129,2.064526322,0.8859804,0.996818425
b3059,Plate 33 Trial 3,0.612578628,1.131523609,2.024249993,0.50492013,0.99773692
b3063,Plate 33 Trial 3,0.710801984,0.975162136,2.078901162,1.145755384,0.997688447
b3068,Plate 33 Trial 3,0.613612462,1.129617182,1.914636981,0.320131045,0.995893717
b3070,Plate 33 Trial 3,0.571650994,1.212535598,2.064514592,1.364218747,0.99680112
b3071,Plate 33 Trial 3,0.677284633,1.023420799,2.012466585,0.866853475,0.996466388
b3074,Plate 33 Trial 3,0.782253458,0.886090273,1.979045636,1.360183509,0.996665994
b3078,Plate 33 Trial 3,0.724598271,0.956595135,1.937366288,0.537309165,0.995684105
b3079,Plate 33 Trial 3,0.809625924,0.856132642,2.039238313,1.135034322,0.996765084
b3080,Plate 33 Trial 3,0.754194147,0.919056696,2.026383934,1.313675927,0.997732249
b3082,Plate 33 Trial 3,0.739234786,0.937654982,2.056045386,1.258355104,0.997856372
b3083,Plate 33 Trial 3,0.65393953,1.059956079,1.855782653,0.3907974,0.993968884
b3086,Plate 33 Trial 3,0.655477897,1.057468427,2.057009322,1.005517232,0.996354333
b3089,Plate 33 Trial 3,0.686040091,1.010359584,2.043824827,1.068640039,0.996637633
b3090,Plate 33 Trial 3,0.615028086,1.127017118,2.090803335,0.904666923,0.9982963
b3095,Plate 33 Trial 3,0.614914285,1.127225693,1.730562552,0.347400347,0.99318294
b3098,Plate 33 Trial 3,0.701414277,0.988213676,2.044890819,0.944915684,0.997111332
b3099,Plate 33 Trial 3,0.525250491,1.319650704,1.981892503,0.88850973,0.997527139
b3102,Plate 33 Trial 3,0.654351108,1.059289382,2.037610418,0.995323178,0.99662563
b3103,Plate 33 Trial 3,0.5855211,1.183812471,1.866516654,0.349950804,0.99551469
b3104,Plate 33 Trial 3,0.718365133,0.964895356,2.001287684,0.666411334,0.996452419
b3128,Plate 33 Trial 3,0.546128592,1.269201412,1.886283622,0.51192443,0.991335466
b3130,Plate 33 Trial 3,0.679663556,1.019838675,2.091242857,1.386545124,0.998071223
b3142,Plate 33 Trial 3,0.569580542,1.216943223,1.851775849,0.83043375,0.996784701
b3145,Plate 33 Trial 3,0.50050147,1.384905385,1.76996339,7.649962488,0.996550119
b3147,Plate 33 Trial 3,0.620255499,1.117518799,1.975838966,1.214041937,0.997151314
b3149,Plate 33 Trial 3,0.651532358,1.063872227,1.986221965,0.77093375,0.996930247
b3150,Plate 33 Trial 3,0.622592494,1.113324024,1.913699898,0.365169419,0.99642016
b3151,Plate 33 Trial 3,0.715307157,0.969020334,2.04113917,0.832826164,0.997258245
b3154,Plate 33 Trial 3,0.664236249,1.043525073,1.812408582,0.48506526,0.995402767
b3155,Plate 33 Trial 3,0.760544354,0.911382981,2.078779437,1.72947368,0.998409801
b3156,Plate 33 Trial 3,0.676759344,1.024215161,1.874989326,0.623148027,0.996104528
b3160,Plate 33 Trial 3,0.671552704,1.032156042,1.890237367,0.399850169,0.996842665
b3163,Plate 33 Trial 3,0.685318141,1.011423949,1.925587557,0.450664883,0.996332236
b3659,Plate 37 Trial 1,0.742626595,0.933372418,1.976380839,0.430512085,0.996006211
b4555,Plate 37 Trial 1,0.709546706,0.976887321,1.907648605,0.28536997,0.995853926
b3665,Plate 37 Trial 1,0.737237741,0.940194923,1.891411857,0.337675044,0.994592339
b3675,Plate 37 Trial 1,0.717928665,0.965481968,1.915550516,0.362991426,0.993848145
b3676,Plate 37 Trial 1,0.752524579,0.921095736,2.022440264,0.450803798,0.995807941
b3677,Plate 37 Trial 1,0.744835188,0.930604772,1.890964914,0.313111121,0.993604824
b3678,Plate 37 Trial 1,0.782368484,0.885959998,1.983265921,0.421063512,0.995463714
b3679,Plate 37 Trial 1,0.775386443,0.893937709,1.806832319,0.218961813,0.991744406
b3697,Plate 37 Trial 1,0.925219913,0.749170193,1.667951924,0.276466077,0.986827253
b3710,Plate 37 Trial 1,0.599786272,1.155656961,1.829180509,0.432995867,0.994723485
b3712,Plate 37 Trial 1,0.720309955,0.962290158,1.915883519,0.43609714,0.994515912
b3713,Plate 37 Trial 1,0.718640344,0.964525838,1.825531802,0.342637767,0.984219463
b3714,Plate 37 Trial 1,0.70283842,0.986211283,1.894429349,0.337272227,0.994809255
b3715,Plate 37 Trial 1,0.66875726,1.036470513,1.791689417,0.380524792,0.993150957
b3716,Plate 37 Trial 1,0.665633863,1.041334011,1.753767555,0.235626992,0.991301544
b3717,Plate 37 Trial 1,0.748499917,0.92604844,1.840309078,0.323081235,0.993627172
b3754,Plate 37 Trial 1,0.76199713,0.909645395,1.870198282,0.19512443,0.992684503
b3764,Plate 37 Trial 1,0.675184809,1.026603638,1.870899567,0.289129261,0.995574007
b3765,Plate 37 Trial 1,0.679210943,1.020518276,1.815005796,0.279472262,0.993566741
b3790,Plate 37 Trial 1,0.825545295,0.839623441,2.049455093,0.345204336,0.994551907
b3807,Plate 37 Trial 1,0.624311912,1.110257817,1.82410019,0.258839629,0.988003834
b3810,Plate 37 Trial 1,0.758544197,0.913786149,1.862236935,0.306396807,0.991294916
b3812,Plate 37 Trial 1,1.024905122,0.676303753,1.58639607,0.338404955,0.974536201
b3817,Plate 37 Trial 1,0.713537767,0.971423256,1.824260267,0.381285498,0.994297394
b3832,Plate 37 Trial 1,0.187693893,3.692966079,-0.002958614,0.992979649,0.234374999
b3858,Plate 37 Trial 1,0.654669873,1.058773603,1.779601895,0.178747957,0.994083939
b3862,Plate 37 Trial 1,0.700737931,0.98916749,1.885602265,0.295635632,0.994963924
b3866,Plate 37 Trial 1,0.636466446,1.089055338,1.740098133,0.203036824,0.979571965
b3872,Plate 37 Trial 1,0.68459019,1.012499436,1.928691027,0.40598615,0.992678866
b3873,Plate 37 Trial 1,0.763434263,0.907933026,1.841904187,0.209493211,0.99004663
b3874,Plate 37 Trial 1,0.749902735,0.924316113,1.912985445,0.365676729,0.994356826
b3875,Plate 37 Trial 1,0.6037701,1.148031644,1.547452716,0.127762011,0.990336732
b3878,Plate 37 Trial 1,0.798914582,0.867611126,1.851381448,0.274423593,0.995526025
b3879,Plate 37 Trial 1,0.649713607,1.066850337,1.866913791,0.262474044,0.993528809
b3881,Plate 37 Trial 1,0.735166151,0.942844253,1.922446651,0.354219793,0.992917634
b3882,Plate 37 Trial 1,0.7010208,0.988768351,1.852694264,0.291404647,0.992749335
b3888,Plate 37 Trial 1,0.501367572,1.38251299,2.112726513,0.409919841,0.992981391
b3896,Plate 37 Trial 1,0.720950072,0.961435761,1.79244536,0.246120911,0.990332633
b3900,Plate 37 Trial 1,0.723218021,0.958420781,1.901948221,0.451540154,0.990674122
b3915,Plate 37 Trial 1,0.887674617,0.780857273,1.923022338,0.663905355,0.994843473
b3921,Plate 37 Trial 1,0.695784526,0.996209537,1.888225228,0.325535938,0.994797286
b3922,Plate 37 Trial 1,0.628504431,1.1028517,1.827284225,0.302259267,0.994153831
b3928,Plate 37 Trial 1,0.690460766,1.003890757,1.978408869,0.323670128,0.995681073
b3937,Plate 37 Trial 1,0.583029678,1.188871178,1.897589463,0.27093704,0.99282467
b3944,Plate 37 Trial 1,0.721683879,0.960458174,1.949149922,0.468574393,0.994016094
b3955,Plate 37 Trial 1,0.767607945,0.90299636,1.964536279,0.545420703,0.995115009
b3964,Plate 37 Trial 1,0.910563071,0.761229181,1.747942424,0.6075277,0.99146803
b3996,Plate 37 Trial 1,0.775149839,0.894210571,2.052713231,0.52620397,0.994606674
b3999,Plate 37 Trial 1,0.613077308,1.130603223,2.162410294,2.392620765,0.999412304
b4001,Plate 37 Trial 1,0.703043178,0.985924054,1.917771671,0.398222445,0.994307754
b4012,Plate 37 Trial 1,0.530493459,1.306608345,1.972480412,0.334384078,0.993146708
b4022,Plate 37 Trial 1,0.715873022,0.968254369,1.915113935,0.293809864,0.994443799
b4023,Plate 37 Trial 1,0.740364537,0.936224178,1.988216307,0.413660347,0.995703092
b4026,Plate 37 Trial 1,0.725949353,0.954814792,1.978285344,0.408892914,0.995579176
b4028,Plate 37 Trial 1,0.612287033,1.132062486,2.10361224,0.836410802,0.997430966
b4029,Plate 37 Trial 1,0.718365828,0.964894422,1.913112139,0.321078585,0.994743785
b4030,Plate 37 Trial 1,0.667514062,1.038400867,1.978874727,0.127797892,0.992676879
b4038,Plate 37 Trial 1,0.663497109,1.044687567,1.772967501,0.19245115,0.991732287
b4045,Plate 37 Trial 1,0.651852266,1.063350112,1.921259061,0.335420532,0.993277934
b4047,Plate 37 Trial 1,0.643575145,1.077026026,1.944516399,0.275193982,0.995028106
b4048,Plate 37 Trial 1,-2.205112514,-0.314336423,-0.005504399,1.377652927,0
b4056,Plate 37 Trial 1,0.721401404,0.960834255,1.867696624,0.301905284,0.993648102
b4057,Plate 37 Trial 1,0.65619662,1.056310197,1.846511352,0.108557471,0.994008142
b4061,Plate 37 Trial 1,0.532453484,1.301798563,2.095344957,3.869847493,0.999016015
b4064,Plate 37 Trial 1,0.706571247,0.981001114,1.88084744,0.321112919,0.995146375
b4065,Plate 37 Trial 1,0.693339254,0.999722973,1.894978192,0.351969379,0.99573832
b4066,Plate 37 Trial 1,0.679526209,1.020044807,1.92231419,0.363869775,0.993884897
b4067,Plate 37 Trial 1,0.724094789,0.95726028,1.978913882,0.383722897,0.995930584
b4078,Plate 37 Trial 1,0.645182099,1.074343478,1.916572163,0.482150092,0.99615202
b4080,Plate 37 Trial 1,0.667506204,1.03841309,1.840850633,0.235553229,0.995218255
b4082,Plate 37 Trial 1,3.17E-12,2.19E+11,-1.05E-11,0.999086965,0
b4108,Plate 37 Trial 1,0.713555707,0.971398833,1.921595557,0.344057874,0.995779497
b4109,Plate 37 Trial 1,0.004836617,143.3124072,0.011825528,-0.471203666,0.420798634
b4115,Plate 37 Trial 1,0.713130726,0.971977724,1.945671372,0.358229582,0.994994867
b4121,Plate 37 Trial 1,0.716221928,0.967782684,1.806001244,0.218691599,0.993671339
